,created_at,tweet_id,tweet_username,user_name,tweet_text,tweet_likes,tweet_retweets
18,2021-04-24 17:21:24,1386007379955879938,eflorian10,Gigi 🧚🏻‍♀️,RT @MichelleGhsoub: Hollyburn Country Club in West Van sent an email saying it would be offering AstraZeneca to its members at an exclusive…,0,248
19,2021-04-24 17:21:24,1386007379892838408,jblosser13,Jan Blosser,"RT @tizzywoman: Reasons 2 B happy ~

Yesterday, I ran into a @cvspharmacy in GA for something. They had a mobile #COVID testing van outside…",0,69
20,2021-04-24 17:21:24,1386007379506991108,Narayan86017401,Narayan Singh,"RT @SouleFacts: Leftist propaganda media, The Wire Falsely Claims Rajnath Singh Said Reciting Ramcharitmanas Is Medicine Against Covid, Del…",0,31
21,2021-04-24 17:21:24,1386007379268022272,AmmarhasanAmmar,Ammar hasan,"RT @OfficialNcoc: In response to reports  that Kartarpur is open for Pilgrims, it is clarified that Kartapur is closed since 16 March 2020…",0,811
22,2021-04-24 17:21:24,1386007378923954178,Pugetopia,Marc Auerbach,"@fayeguenther When we've finally defeated COVID, I will be doing some 8-hour shifts just browsing my local, independent book store. In the meantime, I'm generally ordering for pickup from @ThirdPlaceBooks Ravenna. Can't wait to have a union option. #IndieBookstoreDay",0,0
23,2021-04-24 17:21:24,1386007378684956676,SajjadA86086755,Sajjad Ali,"RT @Dil_81: Covid is an epidemic, a precaution that can be cured In the current situation, more caution is needed during Ramadan than ever…",0,9
24,2021-04-24 17:21:24,1386007378609328133,bradj_TX,Brad Johnson,RT @DanielJFriend: Inbox: @TexasDSHS lifts pause on Johnson &amp; Johnson COVID-19 vaccine.,0,2
25,2021-04-24 17:21:24,1386007378559004677,Valimaigokul730,THALA GOKUL,"RT @CiniBash: As the #Covid new surge ravaging many lives,its responsible of every individual to be concern on growing caseload in India. H…",0,5
26,2021-04-24 17:21:24,1386007378550657025,JeevanS27656429,Jeev,"RT @DombivaliMe: 𝗚𝗼𝗱𝗶 𝗠𝗲𝗱𝗶𝗮 is Correct, The System Has 𝗙𝗮𝗶𝗹𝗲𝗱‼

𝗠𝗲𝗮𝗻𝘄𝗵𝗶𝗹𝗲 In New India 𝗣𝗹𝗮𝘀𝘁𝗶𝗰 𝗜𝗻𝗳𝗹𝘂𝗲𝗻𝗰𝗲𝗿𝘀 are Not 𝗖𝗼𝗻𝗰𝗲𝗿𝗻𝗲𝗱‼

🔸#OxygenCris…",0,166
27,2021-04-24 17:21:24,1386007378424864769,ASOrishi,.•°R°•. #MI,"Citywise Telegram Public Group to share, seek and give info on Covid related matters.

Please join and take and give help in these difficult times –
https://t.co/Cih0rf46Ku
https://t.co/JqlGTYoSyq
https://t.co/oGcJ5TsNAm
https://t.co/krpXaJN3fu
https://t.co/WEBodzZP6f
.",0,0
28,2021-04-24 17:21:24,1386007378366185472,clyn333,Carolyn Brown,RT @jasonhickel: The covid catastrophe that's engulfing India and other global South countries could have been significantly mitigated had…,0,3046
29,2021-04-24 17:21:24,1386007377871138816,Irfan30121471,Irfan,"RT @DombivaliMe: 𝗚𝗼𝗱𝗶 𝗠𝗲𝗱𝗶𝗮 is Correct, The System Has 𝗙𝗮𝗶𝗹𝗲𝗱‼

𝗠𝗲𝗮𝗻𝘄𝗵𝗶𝗹𝗲 In New India 𝗣𝗹𝗮𝘀𝘁𝗶𝗰 𝗜𝗻𝗳𝗹𝘂𝗲𝗻𝗰𝗲𝗿𝘀 are Not 𝗖𝗼𝗻𝗰𝗲𝗿𝗻𝗲𝗱‼

🔸#OxygenCris…",0,166
30,2021-04-24 17:21:24,1386007377707630594,Wasseem04085234,Wasseem,RT @gilly381: Best wishes to all in India 🇮🇳 Frightening Covid numbers. #IPL continues. Inappropriate? Or important distraction each night?…,0,4394
31,2021-04-24 17:21:24,1386007377535651843,very_different1,##abhinav 🇮🇳 RCB fan,"RT @SpiritOfCongres: Dear @Twitter &amp; @narendramodi 

Delete this post if you can. 

Narendra Modi is the reason India has become Covid epic…",0,104
32,2021-04-24 17:21:24,1386007377527283712,fascistchikna,Fascist Chikna,RT @vonbrauckmann: I understand how Hindus in India feel when the marxist media constantly lies &amp; bashes. Canada has a death rate 5x that o…,0,336
33,2021-04-24 17:21:24,1386007377405677570,HuwpHuw,Huw Peach 💙 #FBPE #ClimateActionNow,"RT @HuwpHuw: @JamesMelville The impact of the 2nd Covid wave in India is enormous, and I would argue that that is much more important

http…",0,2
34,2021-04-24 17:21:24,1386007377393045506,Htqwertyht,Bhupendra,"RT @AdityaRajKaul: #SOS LUCKNOW

PATIENT NEEDS URGENT HOSPITAL BED IN LUCKNOW

Patient - Mala Vaish
Patient Age , Gender - 32 Years , Femal…",0,2
35,2021-04-24 17:21:24,1386007377091063808,Jedi_Ankush,Ankush Singh,"RT @AskAnshul: Fake news:

1. Communist Kavita Krishnan: AIIMS Delhi closed due to oxygen shortage

2. The Wire: DM Rajnath Singh said reci…",0,4193
36,2021-04-24 17:21:24,1386007377036468224,Wahegurujitoall,Let'ssupporttruth,RT @hallagullaboy: If anyone here knows few covid patients(home quarantine) in Delhi who can not cook and neither can afford to pay for the…,0,18
37,2021-04-24 17:21:24,1386007377007292424,hvor_vanskelig,Jane Illsinte Hind,"RT @mobleywho: I’m glad that the vaccine is widely available in the US, but it’s unconscionable that rich countries are banding together to…",0,1
38,2021-04-24 17:21:24,1386007376562696199,LivNLuv33,Olivia Lively,"RT @LivNLuv33: @KimMetalGuitars They keep saying he’s not wanted there, that the RF ignored him, now they’re upset he went back to his new…",0,2
39,2021-04-24 17:21:23,1386007376445284358,natwm10,Nathaniel Mills,"I’ve just donated to VaccinAid, helping UNICEF deliver 2 billion vaccines in 2021, so the whole world can be safe from COVID-19. Join me and #GiveTheWorldAShot. Donate now or start fundraising at https://t.co/bS233yj8sU @unicef_uk @crowdfunderuk",0,0
40,2021-04-24 17:21:23,1386007376302510085,VinetSharma3,Vinet Sharma,"@POTUS Modi of India made Covid situation worse by escalating crisis, he diverted Covid funds to win fake elections, exported vaccines, migrant fatalities due to ill designed lockdown, blamed states when he was one controlling policies, supplies of oxygen, Modi ancriminal leader",0,0
41,2021-04-24 17:21:23,1386007376252256257,FindMyVaxLA_Bot,Los Angeles Vaccine Availability Bot,"NEW: Rite Aid Pharmacy #5545 on 05-07 to 05-08, 05-11 to 05-15, &amp; 05-18
Total Appointments at Location: 130
Age Group: 18+

Address: 10120 Mason Avenue, Chatsworth, CA 91311
Posted @ 1619284884
https://t.co/K0oBP34FRi",0,0
42,2021-04-24 17:21:23,1386007376201863169,_manish25,Manish Prasad,"RT @ani_digital: India becomes fastest country in world to administer 14 crore doses of COVID-19 vaccine: Govt

Read @ANI Story | https://t…",0,128
43,2021-04-24 17:21:23,1386007376013185025,irshad_rathi,Irshad Hussain Rathi PTI,"#احتیاط_کریں_محفوظ_رہیں
Japan has more than 550,000 COVID-19 cases, according to Johns Hopkins.
@TeamISF_",0,0
44,2021-04-24 17:21:23,1386007375925194755,BG_Grace,Ben Grace💙,RT @Independent: ‘This is a total collapse’: India’s healthcare system reels as Covid ravages country https://t.co/BKtSMWya62,0,23
45,2021-04-24 17:21:23,1386007375585366020,denzillewis333,Denzil John Lewis,RT @toadmeister: US states which locked down this winter had more Covid deaths per million than those which did not. An update with new dat…,0,24
46,2021-04-24 17:21:23,1386007375468015617,hazratsherkhan6,hazrat sher khan,RT @AimalWali: The followers of Bacha Khan serve humanity across the globe. It’s so heartwarming to see KKO India serving the needy people…,0,40
47,2021-04-24 17:21:23,1386007375367196675,yusra_says,یسریٰ🦋,"RT @kamilavici: #احتیاط_کریں_محفوظ_رہیں
Prime Minister Imran Khan has urged the people to adhere to SOPs against COVID-19 as the third wave…",0,10
48,2021-04-24 17:21:23,1386007375262351365,LuciusV72261299,Lucius Vorenus,@_AnimalAdvocate @rickygervais @ScarlettBeagle @Protect_Wldlife @Ivy_MiddletonUK @zbleumoon @RobRobbEdwards @Animal_Watch @NickTaylorLLB @marcthevet @Animals1st @Veganella_ @joelle47019650 @AmyRoseKathryn @hilltopgina @ChrisGPackham @peteswildlife Testing Covid vaxines on children is worth,0,0
49,2021-04-24 17:21:23,1386007375262339073,UdayShetty2_0,Majnu Ka Bhai,RT @Ram_Yug: My friend Dr Deepak Verma passed away last week his wife Chetana Verma passed away two days back the only person left in that…,0,606
50,2021-04-24 17:21:23,1386007375186849795,SlowThirsty,BigSlowThirsty,"RT @trunills: EC directed police to arrest the criminals in last two phases of polling!

Hence, Mamata panicked, and she said, ""I am alerti…",0,98
51,2021-04-24 17:21:23,1386007375128190978,DrUmeshPrabhu5,DrUmeshPrabhu,@786maq Sad to see Indians suffer due to Covid I am proud British Indian,0,0
52,2021-04-24 17:21:23,1386007375077912578,cemeyers,Cathi Meyers,"RT @greta: If you could get the covid vaccine but have thus far not gotten it, why?",0,125
53,2021-04-24 17:21:23,1386007374972870660,jhajiten,Jitendra Jha,RT @rajnathsingh: All health facilities of Defence PSUs &amp; Ordnance Factory Board have been allowed to provide health services to local COVI…,0,457
54,2021-04-24 17:21:23,1386007374939316233,agnisha12,Agnisha,"RT @SkyNews: 'We've only been here a few hours and have seen half a dozen people die while they wait for treatment.'

India has recorded mo…",0,3709
55,2021-04-24 17:21:23,1386007374855561222,achilleswill,willow 🌿,"tw // death 

-
back when masks were not compulsory, my friend caught covid from school and unknowingly passed it to her nan that she lived with - who subsequently passed away. these measures aren’t for fun they are needed. why won’t these people listen to us?",0,0
56,2021-04-24 17:21:23,1386007374759084032,JanBoote,Jannyb 🇪🇺 #rejoinTheEU 💪💙🍒,@MattHancock IT DOESN'T MAKE UP FOR THE HIGH COVID DEATH RATE UNDER YOUR #ToryCorruption #GTTO,0,0
57,2021-04-24 17:21:23,1386007374339608586,Divyansshhuu,卄ades연FîIth,"RT @Riocasm: Urgently need a covid bed with dialysis facility in Lucknow

 Amplify PLEASE !!!",0,62
58,2021-04-24 17:21:23,1386007374142615553,LiuBaoBei1,@LiuBaoBei,"""Respect #China's customs, traditions and values""

Sounds like she's reading from the same script as #Biden

Values? Genocide? Bioweapon attacks?

I've lived in CN and they are not their values

The #CCP is a criminal outfit, and #NewZealand govt thinks we're stupid

#COVID https://t.co/JSG7feVi7h",0,0
59,2021-04-24 17:21:23,1386007373844676609,rayroman_21,Ray Roman,"RT @Doctor_Snow_: inspite of having more population, more cases, more population density(more chances to spread Covid)

WB gets

Less vacci…",0,3
60,2021-04-24 17:21:23,1386007373815304194,Ali61925126,Ali,"RT @WasimJaffer14: Hello Twitter,
Pease suggest what I can do as a public figure with a verified Twitter account to help in this fight agai…",0,353
61,2021-04-24 17:21:23,1386007373723144193,John_lambe2,John Lambe,"RT @TrueNorthCentre: In response to @DerekSloanCPC, Health Minister Patty Hajdu says it's ""fake news"" that Vitamin D can be taken as an add…",0,632
62,2021-04-24 17:21:23,1386007373668446209,morale_miles,Miles Morale,"#RRvKKR 
#postponevtuexam #Covaxin 
To the students and parents of children writing their vtu exams , I urge you all to be responsible human beings and skip the remaining exams . You'll be bringing the covid rate down and saving your families 
#massbunkvtu",0,0
63,2021-04-24 17:21:23,1386007373660278790,Cherrassi,Cherra,"RT @BTCTN: Although Criptan will process such crypto payments, both hotels will receive 100% of the money in fiat euros. #Bitcoin https://t…",0,20
64,2021-04-24 17:21:23,1386007372909395976,FahadDurrani1,Fahad Durrani,"RT @OfficialNcoc: India COVID tragedy continues!!! Please follow SOPs, wear masks, avoid crowded places and wash hands regularly!!! For you…",0,381
65,2021-04-24 17:21:23,1386007372846362631,littleone067,Static,"RT @beansprouts_mom: Young Canadian Olympic gold medalist hospitalized with #COVID19.

https://t.co/6flWiI7Hzl",0,24
66,2021-04-24 17:21:23,1386007372586491911,jeanne_vitale,Jeanne Vitale,"@Beekay30551733 @RiseofBurnol @legendof12thman @JoeBiden @POTUS Your hospital system is on the verge of collapse and your government increased exports of oxygen by 700% in FY2021. Modi downplayed the threat the entire time. As a human being, I feel badly for the suffering caused by COVID and criminal negligence.",0,0
67,2021-04-24 17:21:23,1386007372531859461,Shxkh1x,Brother Shxkh,"RT @AsimAzharr: ‘Future ki baat hai bacho ki !!!’ 

abay bhai future bachay ga tou ayega na? At this point it feels like the gov has taken…",0,473
68,2021-04-24 17:21:23,1386007372456361986,arunk_bhulan,a ru n,"RT @srinivasiyc: Joined #SOSIYC volunteers on the field to provide oxygen cylinders to COVID infected families at doorstep.

Please come fo…",0,162
69,2021-04-24 17:21:23,1386007372414414855,senraba,Nancy Stanton💉 Wearing a mask for the gr8r good,"RT @MeidasTouch: If Trump were still president, America’s Covid situation would look like India and Brazil. #ThankYouJoe",0,1609
70,2021-04-24 17:21:22,1386007372296966144,TheLazyvillager,AdityaKumarTiwari🇮🇳,"RT @bhak_sala: I pledge that once Covid dust settles down, I will work with my team to create atleast one indigenous technology that will r…",0,301
71,2021-04-24 17:21:22,1386007372120817669,NokumeM,NOKUME Online Shopping Mall,"https://t.co/pI7cNOpyYV

Watch LIVE Covid 19 updates at NOKUME online shopping mall...

NOKUME Tourism https://t.co/DIgQujf5IE

Invest in Dubai the safest place to start your business
https://lnkd.ini/g2NSuEn

Visit NOKUME* get connected globally. https://t.co/2tsXmqnjvz",0,0
72,2021-04-24 17:21:22,1386007371923734532,njwfish,Nic Fishman,RT @venkmurthy: Defense Production Act related export bans resulting in 1000s of COVID deaths worldwide as Indian vax manufacturers struggl…,0,14
73,2021-04-24 17:21:22,1386007371860881414,DenisonDiva,Peggi Mace,"RT @IrfanDhalla: Toronto and Peel have ten times as many Covid cases (after adjusting for population) as some other parts of Ontario. 

Let…",0,70
74,2021-04-24 17:21:22,1386007371856576514,gowda_sandheep,Sandheep Gowda,"RT @imjadeja: Right now more than ever we need to be united in our fight against Covid-19. Please wear a mask,follow social distancing and…",0,1839
75,2021-04-24 17:21:22,1386007371764289537,llymuni,𝕬𝖎𝖒𝖚𝖓𝖎🧚🏻‍♀️,"RT @xavierofficials: reason im wearing a face mask: 

1. covid
2. im ugly and i need to cover my face",0,27854
76,2021-04-24 17:21:22,1386007371583946752,atheewin,Athee Sundaram,RT @Ram_Yug: My friend Dr Deepak Verma passed away last week his wife Chetana Verma passed away two days back the only person left in that…,0,606
77,2021-04-24 17:21:22,1386007371508436997,emman13s,Emman,RT @gilly381: Best wishes to all in India 🇮🇳 Frightening Covid numbers. #IPL continues. Inappropriate? Or important distraction each night?…,0,4394
78,2021-04-24 17:21:22,1386007371047063552,Sriram60386789,Sriram 🇮🇳,"RT @SGinIndia: We stand with India in its fight against Covid-19. Through a bilateral and multi-agency effort, an @IAF_MCC transport plane…",0,12090
79,2021-04-24 17:21:22,1386007370795528194,Mansexads,W. Benjamin Turner,RT @cityofbhamal: If COVID-19 reduced your income and left you unable to pay your rent or utilities while living in the city limits of Birm…,0,14
80,2021-04-24 17:21:22,1386007370791272450,JINPlNK,”,"RT @seokjin_india_: ARMYs,

For every like, RT or reply, UNICEF partners will unlock $1 for their vaccine programmes up to $5M.

We all kno…",0,51
81,2021-04-24 17:21:22,1386007370753531906,Sash06152208,S.ash,"RT @DavidLammy: If the chancellor, @RishiSunak, has nothing to hide he should publish all records of text messages, calls and other informa…",0,740
82,2021-04-24 17:21:22,1386007370682101760,SatzzD,Sathish Kumar D - Bharatiya 🇮🇳 🚩,"RT @AskAnshul: Fake news:

1. Communist Kavita Krishnan: AIIMS Delhi closed due to oxygen shortage

2. The Wire: DM Rajnath Singh said reci…",0,4193
83,2021-04-24 17:21:22,1386007370451591178,nivaskulukuri,😴,"RT @tanejamainhoon: Crowdfunding:
Oxygen: https://t.co/LUEI6qHi8A
Donations: https://t.co/glokWVfuaR
List of fundraisers: https://t.co/k2LX…",0,87
84,2021-04-24 17:21:22,1386007370078195712,kr1arun,Arun K,RT @MaxAbrahms: America has been quicker to supply weapons to Al Qaeda laced rebels for regime change than oxygen to foreign governments in…,0,2810
85,2021-04-24 17:21:22,1386007369952333827,Divya_V_,Divya Venkataraman,"RT @amitandon: Please follow @COVResourcesIn for verified Covid Support across the country. 
AMPILFY!",0,341
86,2021-04-24 17:21:22,1386007369818152960,sharma_bhartiya,Ashok Sharma,"RT @IgnitedBrain: “Super Speciality“ hospitals who charge like super luxury resorts r tweeting 25 min before the oxygen getting exhausted,w…",0,65
87,2021-04-24 17:21:22,1386007369772109824,SharonAnnLeach,Sharon Leach,RT @toadmeister: The Israeli Health Ministry has raised concerns that there could be a link between the Pfizer Covid vaccine and heart issu…,0,245
88,2021-04-24 17:21:22,1386007369751146508,carlarjenkins,Carlarjenkins,@SkipConcierge Thanks for all of your YouTube videos. The SBA has opened the Supplemental Targeted EIDL Advance Application. Here's the presser: https://t.co/VvCIn4lAdy,0,0
89,2021-04-24 17:21:22,1386007369507753984,beinLala,Lala,"RT @paraschopra: If COVID infection rate is 0.04% after first dose of vaccination, getting the first shot to everyone in highly dense areas…",0,44
90,2021-04-24 17:21:22,1386007369482575873,raghu14242,#Vakeelsaab,"RT @PrithviRajMusic: People in #hyderabad who are covid-19 positive and locked in, I can run errands for you and help you with groceries /…",0,285
91,2021-04-24 17:21:22,1386007369381924867,neetakolhatkar,نیتا,"RT @airnewsalerts: #Nagaland reports its highest single day spike for this year with 114 Covid-19 positive cases today, raising tally to 13…",0,5
92,2021-04-24 17:21:22,1386007369323220993,JeffSaysStuff2,Radioactive Dinosaur,"RT @MeidasTouch: If Trump were still president, America’s Covid situation would look like India and Brazil. #ThankYouJoe",0,1609
93,2021-04-24 17:21:22,1386007368975015940,Gulshanarakhan,Gulshan Ara khan,"RT @ZoomTV: #SalmanKhan comes forward &amp; provides food kits to frontline worker amid second COVID 19 wave

https://t.co/vr98R60ieZ",0,103
94,2021-04-24 17:21:22,1386007368929058816,Hannan71007721,Hannan,"RT @AsimAzharr: ‘Future ki baat hai bacho ki !!!’ 

abay bhai future bachay ga tou ayega na? At this point it feels like the gov has taken…",0,473
95,2021-04-24 17:21:22,1386007368790642689,CanuckTraveler,"Nancy🇨🇦Stay🏠,😷😷in/out,🙎‍♀️10ft🙍,COVIDAlert","RT @ldobsonhughes: Hello does anyone want an extremely long thread with thoughts on global covid vaccine manufacturing, brought to you by d…",0,20
96,2021-04-24 17:21:22,1386007368689848320,lckdd7,sukesh kumar,"RT @airnewsalerts: #IndianRailways deploys isolation coaches for covid patients in Bhopal.

Indian Railways as a major step towards providi…",0,23
97,2021-04-24 17:21:22,1386007368371163137,oriain1,Brendan Ryan,@paulieG55370753 @teresac366 @KarlBrophy Our health service is a mess. But that doesn't prove our Covid vaccination programme is a mess. And our Lockdown has worked.,0,0
98,2021-04-24 17:21:22,1386007368366919682,Arun23200016,Arun,"I request to all celebrity to join your hands together ,and fight against covid 19 and privetazatio. not only public sectors but also INDIA.",0,0
99,2021-04-24 17:21:22,1386007368220151820,BharatNirwal,भारत,RT @gilly381: Best wishes to all in India 🇮🇳 Frightening Covid numbers. #IPL continues. Inappropriate? Or important distraction each night?…,0,4394
100,2021-04-24 17:21:21,1386007367628824579,simplypoustinia,Jennifer,RT @NightShiftMD: @cbcwhitecoat went to Brampton this week because it deserves national attention and support to deal with #covdi19. And to…,0,2
101,2021-04-24 17:21:21,1386007367242772489,AddicT_AzHaR,AzHaR,"RT @WasimJaffer14: Hello Twitter,
Pease suggest what I can do as a public figure with a verified Twitter account to help in this fight agai…",0,353
102,2021-04-24 17:21:21,1386007367184158723,MlSSlNGU,popi,"anyone who told me the covid vaccine didn’t hurt, you are completely right 😭 i had to ask the nurse if she really did it bc i barely felt it JSNSJDMSKDM",0,0
103,2021-04-24 17:21:21,1386007367138123778,JonathanSAnanda,Jonathan Ananda,RT @NewIndianXpress: @xpresstn @gsvasu_TNIE @omjasvinMD @anbuselvan_tnie @haisat2005 @SushmithaRam @sowmyamani10 @shivakumar_tnie With the…,0,4
104,2021-04-24 17:21:21,1386007366827528194,SatishS64757324,Satish Shukla,"RT @ani_digital: India becomes fastest country in world to administer 14 crore doses of COVID-19 vaccine: Govt

Read @ANI Story | https://t…",0,128
105,2021-04-24 17:21:21,1386007366722719748,KumardeepRoy21,KumardeepRoy21(SSRF),RT @RamblingBrook: .@BharatBiotech announces selling price of its covid vaccine #Covaxin https://t.co/CoizDyxOPz,0,75
106,2021-04-24 17:21:21,1386007366659756040,Anand_Goyal_30,Anand Goyal 🇮🇳,RT @hallagullaboy: If anyone here knows few covid patients(home quarantine) in Delhi who can not cook and neither can afford to pay for the…,0,18
107,2021-04-24 17:21:21,1386007365665783811,BhaktsGod,Abhishek Dhakrey,"RT @bainjal: Shahrukh people are gasping for breath, dying &amp; covid rages you must be the only person feeling any “joy” at the moment. What…",0,43
108,2021-04-24 17:21:21,1386007365653127168,imkumarspankaj,save you by yourself 🗨️,"RT @Kranjanashish: Please help her to arrange oxygen. She lost her mother today due to Covid

Patient name - Himani Kumari
Age - 14 years…",0,99
109,2021-04-24 17:21:21,1386007365372108801,mohit00005,mohit sharma,"RT @aimim_national: I urge people to follow COVID-19 guidelines and vaccinate themselves and their families, and not to believe any vaccina…",0,226
110,2021-04-24 17:21:21,1386007365166592009,ArthurZork,Arthur,"RT @DrTomFrieden: When you're fully vaccinated, the chances you'll get Covid are slim. When everyone around you is fully vaccinated too, th…",0,649
111,2021-04-24 17:21:21,1386007365149941764,Laralonglegs122,Robin,"RT @acnewsitics: Joe has a whole COVID team.
Trump’s whole team had COVID.",0,2775
112,2021-04-24 17:21:21,1386007365107945473,RaoKumbh,Vinay Surve,"RT @IndoPac_Info: #US Pharmaceutical Industry Dispatches Army of Lobbyists to Block Generic Covid Vaccines

The pharma industry has mobiliz…",0,222
113,2021-04-24 17:21:21,1386007364797485058,vick_aayy,mike wazowski,RT @UTEP: Free COVID-19 vaccines are available at UTEP until 2 p.m. Saturday to anyone 16 years of age and older. No appointments are neces…,0,8
114,2021-04-24 17:21:21,1386007364655095808,XFazio_BrockU,Xavier Fazio,A guideline to limit indoor airborne transmission of COVID-19 like classroom spaces (see Figure 3). @ONThealth @ONeducation @OntEdWorkers @otffeo @ONtrainandstudy #COVID19 #onted  https://t.co/LOdsd97VyC,1,0
115,2021-04-24 17:21:21,1386007364600401921,FighterChacha,Fighter Chacha,"RT @sumitsaurabh: If you have helped in saving  even one life during this Covid wave , you are my hero !

You are god sent and god will ble…",0,47
116,2021-04-24 17:21:21,1386007364516696066,aiolos007,Aiolos,"RT @shahidtantray: Dead bodies of Covid-19 patients being cremated at a crematorium in Northeast Delhi, India. 1000's of Indians are facing…",0,1255
117,2021-04-24 17:21:21,1386007364440973312,sidnazz_lover,SidNaaz ❤️,"RT @smritisrvstv99: Need ICU bed in Lucknow:Name- Geeta Srivastava,Age- 63
Covid+,very critical, SPO2drops to 49 when oxygen support is rem…",0,18
118,2021-04-24 17:21:21,1386007364143177728,kalki60555571,kalki£,"RT @bainjal: Shahrukh people are gasping for breath, dying &amp; covid rages you must be the only person feeling any “joy” at the moment. What…",0,43
119,2021-04-24 17:21:20,1386007363853987843,Im_AbuBakar,Abu Bakar Shaikh,RT @SalmanNizami_: A noble deed indeed. Imams accepted our suggestion of converting prayer rooms into urgent Covid care. Request all our br…,0,2087
120,2021-04-24 17:21:20,1386007363811876866,erdineshbhatt,Dinesh Bhatt Udaipur 🇮🇳🇮🇳,RT @FaheemYounus: 85-90% of COVID patients DO NOT require oxygen. Breathe!,0,319
121,2021-04-24 17:21:20,1386007363300298753,DAbitty,Dee,"EVERY damn thing about this is wrong! FINAL, really? https://t.co/39wreElDlg",0,0
122,2021-04-24 17:21:20,1386007363136540677,superippanjin1,Bull   🇯🇵,"I totally agree with you!
During last spring, when COVID-19 was an unknown threat, the Japanese government's response was especially slow compared to other countries. https://t.co/jXREO05Win",0,0
123,2021-04-24 17:21:20,1386007362880815104,thedivine_mrs_s,Michelle,@PaulLovatt2 Oh gosh yes!  Huge Covid law breakers those!,0,0
124,2021-04-24 17:21:20,1386007362251763716,mnmpjm,cloud 📚⁷,RT @monipersona: donate to the drive and keep india in your prayers  https://t.co/p6wIRkm2Jo,0,1124
